dlga_start:blocked_agent|这人看起来很忙，也许我还是继续上路的好…… 
dlga_aethelred_wp_73:aethelred_wp_72|这种痴迷是你的祸根…… 
dlga_aethelred_wp_72:aethelred_wp_8|当你在奥尔本那里忙的时候，我和兄弟们开了会，而且我们派了快船去南方搜寻更多消息。几乎可以确认的是阿斯图里亚斯的舰队离开了港口。从你给我的信中写道他们会和我们的人在法兰克的一个叫当纳莱斯的村子见面。所以我必须假设撒克逊人得到了和我们一样的消息。
dlga_aethelred_wp_8:aethelred_wp_91|一个叫雷因哈德的人背叛了我，或许他把事情告诉给了西格德。
dlga_aethelred_wp_8:aethelred_wp_9_1|我记得西格德提到过一个阿斯图里亚斯叛徒，他叫西诺。
dlga_aethelred_wp_91:aethelred_wp_9|也许吧。这表明了你在挑选搭档的时候判断失误了。
dlga_aethelred_wp_9:aethelred_wp_9_1|这不公平！我记得西格德提到过一个阿斯图里亚斯叛徒，或许那就是他们的信息来源。
dlga_aethelred_wp_9_1:aethelred_wp_10|如果舰队中有这么个叛徒，你必须去那里并杀了他。这些阿斯图里亚斯人非常重要，不要失败了。^^把你没解决的事都做了，你有几个星期的时间。我们会着急人马兵准备船只，他们会在{s3}等你。在港口问个老军官。他就是招募水手的人。记住，不要让阿斯图里亚斯的部队去帮助西撒克逊人。
dlga_aethelred_wp_10:lord_pretalk|而且记住，这些从阿斯图里亚斯来的部队对西撒克逊至关重要。
dlga_aelfred_ad_1:aelfred_ad_2|{s3}^^嗯，这是事实。消息在你来之前就到了。看起来有些不对劲，而且你也被丹麦人给吓到了。援军没了，这也就是我们现在的处境，而且我们所有的努力和尝试全都功亏一篑。
dlga_aelfred_ad_2:aelfred_ad_31|我承认我的错误。
dlga_aelfred_ad_2:aelfred_ad_32|多亏今天我在当纳莱斯的胜利，西撒克逊少了600名丹麦敌人。
dlga_aelfred_ad_31:aelfred_ad_4|{s2}^^嘿，不要太担心那些有的没的。我们还得面对更多更严峻的问题。
dlga_aelfred_ad_32:aelfred_ad_4|{s2}^^我不会称之为胜利。我收到的消息是阿斯图里亚斯军营里发生了分歧，而且我之前明确地告诉过你尽早解决那个叛徒。你原本可以在没任何分歧的情况下打败丹麦人，然后现在我们就已经有500名资深士兵的支援了。算了，忘了它吧。我们还得面对更多更严峻的问题。
dlga_aelfred_ad_4:aelfred_ad_5|我们现在四面楚歌了。丹麦人在雷丁镇强大起来，而且我们我们的攻势也被推了回来。我的兄弟阿尔弗雷德国王觉得神已经不在我们这边了，而能做的也只有不断祈祷请求重获神的恩宠。我们需要神的恩宠和更多士兵去打败丹麦人。这就是为什么我拼了命要见你。为什么拼命？因为你是个至关重要的人。
dlga_aelfred_ad_5:aelfred_ad_6|{s2}^^丹麦人准备推进到了我们的会议大厅。他们知道如果我们失败了，那西撒克逊只有请求他们的仁慈，而且他们会以对待东盎格鲁和诺森布里亚的方式对待我们。在雷丁镇被击败后，许多人都逃走了，我也派了官兵把他们抓了回来并在附近村庄找了一些食物补充损失。我们需要喂饱我们的人。我想要你给我带{reg3}头牛来给部队分享。我可以在必要情况下睁一只眼闭一只眼，你只管尽快带来就行。
dlga_aelfred_ad_6:aelfred_ad_71|那好，我这就去找牛，你去找你的人。是时候解决丹麦人了。
dlga_aelfred_ad_6:aelfred_ad_72|我懒得再给西撒克逊当雇农了。
dlga_aelfred_ad_6:aelfred_ad_73|斯温不在当纳莱斯。我不能给你找牛了，我得去找他。
dlga_aelfred_ad_71:lord_pretalk|很好，我知道你是个可靠的人。
dlga_aelfred_ad_72:aelfred_ad_74|嘿，我通常不会那么雄辩，但我可以告诉你你对西撒克逊很重要。我知道一切都不容易。更何况牛颈斯温就在敌方那里，帮我们你就能更容易地抓到他。那好，赶快去吧。西撒克逊需要你是因为我们在生死的边缘，任务完成之后我会重重奖赏你，国库里的10000 先令怎么样？
dlga_aelfred_ad_73:aelfred_ad_74|牛颈斯温就在敌人那边，准备掠夺西撒克逊。我们双方利益都重合了。西撒克逊需要你是因为我们在生死的边缘，任务完成之后我会重重奖赏你，国库里的10000 先令怎么样？
dlga_aelfred_ad_74:aelfred_ad_71|我不要你的钱，我需要你帮助我抓到牛颈斯温。
dlga_aelfred_ad_74:aelfred_ad_75|我终于听见我的奖励了。给我吧，我帮你带牛。
dlga_aelfred_ad_75:lord_pretalk|把钱拿走，现在带牛过来。祝你好运。
dlga_aelfred_bt_1:aelfred_bt_2|{s3}^^丹麦人现在就要到这边来了。我的兄弟正在祈祷胜利，而且我们也准备好了。如果神在我们这边，我就就会胜利并保住西撒克逊，否则，我们要灭亡了。我通常不会说这么多话，但我感谢你做的事，{playername} ，我们命运与共。
dlga_aelfred_bt_2:aelfred_bt_31|别担心，长官。丹麦人该害怕的是我们。
dlga_aelfred_bt_2:aelfred_bt_32|很快我就会和斯温见面，然后结束他在沃登里克号上开始的一切。
dlga_aelfred_bt_2:aelfred_bt_33|没必要感谢，能为你效劳是我的荣幸。
dlga_aelfred_bt_31:close_window|说得好。他们会为自己的狂妄侵略付出代价，现在让我们回到部队里吧。
dlga_aelfred_bt_32:close_window|当然，我会助你一臂之力的，现在让我们回到部队里吧。
dlga_aelfred_bt_33:close_window|你一直是说别人想听到的话吗？管他呢，在让我们回到部队里吧。
dlga_halfdan_ad_1:halfdan_ad_2|{s3}^^嗯，这是事实。消息在你来之前就到了。看起来有些不对劲，而且你也被撒克逊人给吓到了。幸运的是你成功地打败了他们。丹麦人欠你很多人情，{playername} ，让我奖励你把！
dlga_halfdan_ad_2:halfdan_ad_31|那还真是场苦战，我们也损失了不少人。
dlga_halfdan_ad_2:halfdan_ad_32|感谢我的胜利吧，你少了许多西撒克逊人的抵抗。
dlga_halfdan_ad_31:halfdan_ad_4|{s2}^^现在他们会享受英灵殿的乐趣。你不要为死者哭泣，继续享受生活吧。
dlga_halfdan_ad_32:halfdan_ad_4|{s2}^^是的，命运向我们微笑，命运女神在眷顾我们，东盎格鲁和诺森布里亚在丹麦的掌握之中，而西撒克逊也快了。你，我的朋友，你是拉格纳之子命运的一部分。如果我父亲知道你的话，他会接受你的。
dlga_halfdan_ad_4:halfdan_ad_5|很好，来解决一些重要的事宜吧。很快我们就要离开雷丁镇攻打撒克逊人。时间每过一天，他们就会有更多人而且更加强大，我们必须立刻进攻并摧毁他们，这样西撒克逊就是我们的了。他们害怕我们，异常恐惧，但他们有一个强大的国王凝聚他们。我们会加入战斗并杀了他们的国王，包括那个艾弗德，国王的兄弟，那人从小就是个非常危险的人物。
dlga_halfdan_ad_5:halfdan_ad_6|{s2}^^现在，我需要些肉来喂饱我的战士们。我想要你给我带{reg3}头牛来给部队分享。我可以在必要情况下睁一只眼闭一只眼，你只管尽快带来就行。
dlga_halfdan_ad_6:halfdan_ad_71|那好，我这就去找牛。我会杀了斯温并且在西撒克逊拿走属于我的战利品。
dlga_halfdan_ad_6:halfdan_ad_72|不要那么随意，我不是你们的盟友。
dlga_halfdan_ad_6:halfdan_ad_73|斯温不在当纳莱斯。我不能给你找牛了，我得去找牛颈斯温。
dlga_halfdan_ad_71:close_window|话说完了，赶快去吧，我还想立刻赶路。
dlga_halfdan_ad_72:halfdan_ad_74|噢，可以看出来你现在就像个维京人。我会为你的效劳而奖励你，我现在给你8000 先令，怎么样？
dlga_halfdan_ad_73:halfdan_ad_74|牛颈斯温就在敌人那边与西撒克逊一起负隅顽抗。我们双方的利益重合了，我会为你的效忠而奖励你，我现在给你8000 先令，怎么样？
dlga_halfdan_ad_74:halfdan_ad_71|我不要你的钱，没那必要，我只是开玩笑，我会和你在一起的。
dlga_halfdan_ad_74:halfdan_ad_75|我终于听见我的奖励了。给我吧，我帮你带牛。
dlga_halfdan_ad_75:close_window|把钱拿走，现在带牛过来。祝你好运。
dlga_halfdan_bt_1:halfdan_bt_2|{s3}^^万事俱备了，准备出发。如果西撒克逊完蛋了，盎格鲁也就完蛋了，而我们的人民就能得到肥沃的土地。大家都会变得富有，而我们也会成为传说中的英雄，{playername} 。
dlga_halfdan_bt_2:halfdan_bt_31|西撒克逊在等着我们！
dlga_halfdan_bt_2:halfdan_bt_32|很快我就会和斯温见面，然后结束他在沃登里克号上开始的一切。
dlga_halfdan_bt_2:halfdan_bt_33|我已经准备好去震撼世界之树的根基了。
dlga_halfdan_bt_31:close_window|说得好。现在让我们回到部队里吧。
dlga_halfdan_bt_32:close_window|你应该放弃你的狂热，那是你的毒药！现在让我们回到部队里吧。
dlga_halfdan_bt_33:close_window|听起来很有诗意！你肯定拥有吟游诗人的灵魂，受到了诗神的眷顾！现在我们出发吧。
dlga_ashdown_2petition:lord_pretalk|尽量多招人，等你准备好后来见我。
dlga_svenbn_hunting1_1:svenbn_hunting1|我和我的人都欠你很多，如果你和斯温的仇恨结束了，你可以永远和我们在一起。
dlga_svenbn_hunting1:svenbn_hunting2|艾弗德，如果在任的没有你的能力，这场胜利是不可能的。
dlga_svenbn_hunting1:svenbn_hunting2.1|这场胜利是我们努力的成果，哈弗丹。
dlga_lord_deal_with_bandits_completed:svenbn_hunting21|又一次让牛颈斯温跑了。
dlga_lord_deal_with_bandits_completed:svenbn_hunting22|漂亮的一仗！我会解决斯温然后回来。
dlga_svenbn_hunting2:svenbn_hunting3|很好，奉承话下次再说吧。现在我去集结我的人。敌人还没有完全被打败，我们必须乘胜追击。
dlga_svenbn_hunting21:svenbn_hunting3|结束了。我的人已经拿下了。现在我去集结我的人。敌人还没有完全被打败，我们必须乘胜追击。
dlga_svenbn_hunting22:svenbn_hunting3|我们会等着的。现在不要浪费时间，去见斯温吧。现在我去集结我的人。敌人还没有完全被打败，我们必须乘胜追击。
dlga_svenbn_hunting3:close_window|祝你好运，{playername} ，我的朋友。我从来没有见过像你这样走运的人，或者背负着如此重要的使命。你肯定是一名英雄，能够成为传奇的人物，祝你好运！
dlga_svenbn_hunting3:close_window.1|祝你好运，{playername} 。神与你同在，没有他的帮忙你肯定不会到今天这个地步。再见！
dlga_lord_talk:offer_gift_quest_complete|我这有给{s4}做礼物的原料。
dlga_lord_talk:intrigue_quest_state_complaint|大人— — 我得悄悄告诉你些事情，关于你手下某个封臣的。
dlga_intrigue_quest_state_complaint:lord_pretalk|不管你要说什么，等我们独处的时候我会问你的。
dlga_intrigue_quest_state_complaint:intrigue_quest_state_complaint_plyr|你说什么？我重视你的意见，尽管我希望你不会挑起我的封臣们的斗争。
dlga_intrigue_quest_state_complaint_plyr:lord_intrigue_quest_complaint_stated|我的陛下— — {s4}被你的封臣广泛拥护着变得{s5} ，从而成为你王国的隐患
dlga_intrigue_quest_state_complaint_plyr:lord_pretalk|事实上，我的陛下，没事。
dlga_lord_intrigue_quest_complaint_stated:lord_pretalk|嗯…… 这让我有点困扰。虽然我并不鼓励我的封臣们互相指控，但我还是看重你的这些意见。也许以后我要对任何赐予{s4}的封地和职务加以审慎的考虑…… 
dlga_lord_intrigue_quest_complaint_stated:intrigue_quest_state_complaint_failed|你这是在挑拨我封臣间的关系，不是吗？且不说其他，难道你认为我会愿意看到我的贵族们彼此怒目相向，自相残杀？现在让我来问问你— — 是不是有人指使你这么做的？
dlga_intrigue_quest_state_complaint_failed:intrigue_quest_state_accept_blame|我坚持我所说的，我的陛下。
dlga_intrigue_quest_state_complaint_failed:intrigue_quest_state_deflect_blame|是的，陛下— — {s4}指示我来指控{s5} ！
dlga_intrigue_quest_state_accept_blame:lord_pretalk|当然。你可以坚持你所说的，但还是留着那些话给自己听去吧。我不会让你中伤我忠实的追随者{s4}的。
dlga_intrigue_quest_state_deflect_blame:lord_pretalk|我想了很久。我有些意见告诉你，孩子。— — 不要染指别人的斗争。不要再说了。
dlga_lord_talk:lord_denounce_1|我要告诉你一些事情— — 我们有足够你{s4}的办法
dlga_lord_denounce_1:lord_denounce_2|对不起…… 你说什么？
dlga_lord_denounce_2:lord_denounce_3|我说了。你会{s4}
dlga_lord_denounce_2:lord_pretalk|没事。你听错了。
dlga_lord_denounce_3:close_window|你为什么要编造这些谎言？不顾我们之间的友谊，像这样污辱我— — 被昔日的朋友背上捅了一刀，比被不共戴天的敌人刀剑相加还要残酷。我不知道你在玩什么把戏，但是我不想陪你再玩下去了。走吧。我不想再看到你了。
dlga_lord_denounce_3:close_window.1|嗯。是吗？你是那么认为的，或者是我的某个敌人让你这么胡扯的？没关系。我不会上你的当的。走吧，留着你的阴谋自己玩去。
dlga_lord_denounce_3:lord_denounce_4|我不会允许你公开侮辱我，{reg59?我的女士:先生} 。收回你说的话，或者决斗场见。
dlga_lord_denounce_3:lord_denounce_4.1|是那样吗？那么，听着— — 你是条毒蛇，也是个流氓，还是个— — 如果你不和我上决斗场的话— — 胆小鬼。听上去如何？你是打算收回你的话呢，还是和我比划比划？
dlga_lord_denounce_4:lord_respond_to_insult_challenge_duel_confirm|我很乐意和你打上一架。
dlga_lord_denounce_4:lord_denounce_retract|我随便说说的。我收回我的话。
dlga_lord_denounce_retract:lord_pretalk|我想也是这样。现在，滚吧。
dlga_lord_talk:lord_quarrel_intervention_1|我想设法解决你跟{s11}的争吵。
dlga_lord_talk:lord_recruit_1_relation|住手！我有点事情必须跟你私下谈谈。
dlga_lord_talk:lord_gift_improverelation|（赠送价值5000先令的勇士指环和手镯）
dlga_lord_gift_improverelation:lord_pretalk|谢谢你。我对您的奖赏非常自豪。
dlga_lord_talk:lord_bandit_information|我正追捕一群有以下特征的山贼…… 你看到过他们吗？
dlga_lord_talk:lord_internal_politics_cur_stance|你觉得该选谁当我们国家的元帅？
dlga_lord_talk:lord_internal_politics_cur_stance.1|你觉得该把{s4} 封给谁？
dlga_lord_talk:lord_husband_auto_recruit|我需要你现在就宣布断绝与{s4}的藩属关系并转投{s5} ，我的夫君。
dlga_lord_husband_auto_recruit:lord_pretalk|当我们远离这些城墙的时候你再问我一遍吧，我的妻子。
dlga_lord_husband_auto_recruit:close_window|如你所愿，我的妻子。
dlga_lord_talk:reclutar_permiso1|我希望你能允许我在你的领地上招募新兵。
dlga_lord_talk:lord_recruit_1_relation.1|我有点问题想跟你私下谈谈。
dlga_lord_talk:lord_reveal|我听说你最近试图谋杀我。
dlga_lord_talk:lord_recruit_1_relation.2|我有点事情想跟你私下谈谈。
dlga_lord_talk:lord_talk|作弊— — 重置领主决定的根源和阴谋的渴望
dlga_lord_talk:lord_respond_to_insult_challenge_duel|作弊— — 我们决斗（侮辱）
dlga_lord_respond_to_insult:lord_pretalk|哈！我欣赏毒舌的人。也许哪天我会用钳子拔了它，那样就可以非常悠闲地欣赏它了，但是，至少今天，我该向你的聪明和勇气致敬。
dlga_lord_respond_to_insult:lord_pretalk.1|我没有冒犯你的意思，女士。
dlga_lord_respond_to_insult:lord_respond_to_insult_challenge_battle|你打算激怒我？好吧，我会让你知道我没有义务去和女人，平民，造反者，或者土匪决斗。可是，我可以命令我的手下逮捕并且鞭打你一顿。你希望他们那么做吗？
dlga_lord_respond_to_insult:lord_respond_to_insult_challenge_duel|你是在挑衅我吗？好吧，我会让你知道我没有义务和女人，平民，叛贼或者土匪决斗。但你或许是一个例外。你准备好我给你的特殊教育么，{reg59?女孩:混帐} ？
dlga_lord_respond_to_insult:close_window|你在挑衅我吗？好吧，我会让你知道我没有义务去和女人，平民，叛匪，或者土匪决斗。你很幸运遇上我心情不错，因为我完全可以命令我的手下把你抓起来鞭打一顿。现在滚吧— — 我不想再跟你废话。
dlga_lord_respond_to_insult_challenge_battle:lord_respond_to_insult_challenge_battle_confirm|你让他们来试试。
dlga_lord_respond_to_insult_challenge_battle:close_window|不值得为此流血。
dlga_lord_respond_to_insult_challenge_battle_confirm:close_window|我受够你的无礼了！小伙子们，干掉{reg59?她:他} 。
dlga_lord_respond_to_insult_challenge_duel:lord_respond_to_insult_challenge_duel_confirm|我这就教训教训你。
dlga_lord_respond_to_insult_challenge_duel:close_window|不值得为此流血。
dlga_lord_respond_to_insult_challenge_duel_confirm:close_window|不管你们有什么过节，我要你去摆平它们。
dlga_lord_quarrel_intervention_2:lord_quarrel_intervention_3a|呃，好吧，听起来是你在理。
dlga_lord_quarrel_intervention_2:lord_quarrel_intervention_3b|不管你们有什么过节，我要你去摆平它们。
dlga_lord_quarrel_intervention_2:lord_quarrel_intervention_3b.1|你能想办法消除你们之间的分歧么？
dlga_lord_quarrel_intervention_2:lord_pretalk|仔细想想，我还是别管这事了。
dlga_lord_quarrel_intervention_3a:lord_pretalk|我很高兴你这么想。
dlga_lord_quarrel_intervention_3b:lord_quarrel_intervention_4|为了我们的友谊，我听从你的意见。我会想办法同{s11}和好的。
dlga_lord_quarrel_intervention_3b:lord_pretalk|我不会跟{s11}和解，这是我的权利。
dlga_lord_quarrel_intervention_4:lord_pretalk|就当我们之间的争执从没发生过。
dlga_lord_quarrel_intervention_4:lord_pretalk.1|我看你应该去跟{s11}谈谈，看他是否也愿意和好。
dlga_lord_internal_politics_cur_stance:lord_internal_politics_cur_stance_plyr_response|我已决意要支持你。
dlga_lord_internal_politics_cur_stance:lord_internal_politics_cur_stance_plyr_response.1|我现在无法做出决定
dlga_lord_internal_politics_cur_stance:lord_internal_politics_cur_stance_plyr_response.2|我支持{s15} 。{s10}
dlga_lord_internal_politics_cur_stance_plyr_response:lord_internal_politics_plyr_choose_candidate|让我告诉你我支持谁…… 
dlga_lord_internal_politics_cur_stance_plyr_response:lord_internal_politics_cur_stance_plyr_response|作弊— — 复位支持
dlga_lord_internal_politics_plyr_choose_candidate:lord_internal_politics_plyr_choose_candidate_select|你支持谁？
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_pretalk|如果有幸我想自荐
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_pretalk.1|我推举我的丈夫，{s4}
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_support_acknowledge|我支持你，{s4}
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_support_same_acknowledge|我会支持你的选择，{s4}
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_pretalk|没事
dlga_lord_internal_politics_support_acknowledge:lord_pretalk|太感激你了，但是我不要这种荣誉，并且我拒绝你的支持。
dlga_lord_internal_politics_support_acknowledge:lord_pretalk.1|我不信任你，也不需要你的支持。
dlga_lord_internal_politics_support_acknowledge:lord_pretalk.2|太感激你了！
dlga_lord_internal_politics_support_same_acknowledge:lord_pretalk|你可以自己告诉他。我不信任你，我也不会加入你参与的任何游戏。
dlga_lord_internal_politics_support_same_acknowledge:lord_pretalk.1|鉴于你的和{s4}之间的关系，我不认为他会接受你的支持。
dlga_lord_internal_politics_support_same_acknowledge:lord_pretalk.2|我会告诉{s4} 。他无疑会很感激你的支持。
dlga_lord_internal_politics_pretalk:lord_internal_politics_cur_stance_plyr_response|哈。很有趣。
dlga_lord_internal_politics_cur_stance_plyr_response:lord_internal_politics_plyr_request_support|你能考虑改为支持我吗？
dlga_lord_internal_politics_cur_stance_plyr_response:lord_pretalk|无论如何，现在别再谈政治了。
dlga_lord_internal_politics_plyr_request_support:lord_pretalk|为了成为候选人你已经造成了太多的争论。我建议你在给自己谋求更高的头衔之前先缓一缓。
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.1|对不起。我不打算和{s4}之间制造紧张
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.2|我得说，你已经得到与你的功绩相称的封地了，这是对你很好的奖赏。
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.3|你必须进一步证明自己，才有资格得到那个位子。
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.4|嗯…… 基于我们之间的关系，我觉得这要求很过分。
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.5|我会很乐意支持你。
dlga_lord_recruit_1_relation:lord_pretalk|我对讨论政治有点厌烦了，或许以后再说比较好。
dlga_lord_recruit_1_relation:lord_recruit_pretender|你已经以{s16}的名义高举反叛的大旗，你是来为{reg3?她:他}辩护的吗？
dlga_lord_recruit_pretender:lord_recruit_3_dilemma_1|是的
dlga_lord_recruit_pretender:lord_recruit_1_relation|不，不是这件事。我要讨论的是另外一个问题。
dlga_lord_recruit_2:lord_recruit_2_philosophy|笼统地讲，你对国王、领主、政治持什么看法？
dlga_lord_recruit_2:lord_spouse_leave_faction|我的丈夫，我认为你应该重新斟酌是否要为{s11}效忠。
dlga_lord_spouse_leave_faction:lord_spouse_leave_faction_2|{s9}作为君主一向待我不薄，但是我想听你说完。你要我们怎么做？
dlga_lord_spouse_leave_faction:lord_spouse_leave_faction_2.1|我认为没有理由背弃{s9} ，但是我会留意你的建议。你要我们怎么做？
dlga_lord_spouse_leave_faction:lord_spouse_leave_faction_2.2|是的— — 作为一名君主，{s9}实在让人失望。你要我们怎么做？
dlga_lord_spouse_leave_faction_2:lord_spouse_leave_faction_husband_king|我的丈夫，我认为你应该称王！
dlga_lord_spouse_leave_faction_2:lord_spouse_leave_faction_proclaim_queen|我是北地的合法女王。
dlga_lord_spouse_leave_faction_2:lord_pretalk|没事
dlga_lord_spouse_leave_faction_husband_king:lord_pretalk|也许会有那么一天的，我的妻子— — 但在我称王之前，我们之中一人应该据有一座城堡，作为我们宫廷的所在地。然后我们再公开称王封后。
dlga_lord_spouse_leave_faction_proclaim_queen:lord_pretalk|我不反对你的说法，夫人，但我们之中一人应该据有一座城堡，作为我们宫廷的所在地。然后我们再公开称王封后。
dlga_lord_spouse_leave_faction_proclaim_queen_confirm:close_window|我已经准备好了，我的丈夫。让我们去追寻我们的王位。
dlga_lord_spouse_leave_faction_proclaim_queen_confirm:lord_pretalk|也许我还没准备好。
dlga_lord_spouse_leave_faction_husband_king:lord_pretalk.1|也许吧，但是我需要你的全力协助来争取那个王位。在进一步行动之前你应该把{s4}的叛乱剿灭。
dlga_lord_spouse_leave_faction_husband_king:lord_spouse_leave_faction_husband_king_2|这片大陆的大部分大家族都声称有权称王…… 就最近继位有关的事来看，我应该与{s4}一样成为合法国王。
dlga_lord_spouse_leave_faction_husband_king_2:lord_spouse_leave_faction_husband_king_3|作为国王，我会尊重你的意见来任命首相，决定外交方针，以及其它的事务。
dlga_lord_spouse_leave_faction_husband_king_3:close_window|很好，我的丈夫。让我们为了你的王位而努力！
dlga_lord_spouse_leave_faction_husband_king_3:lord_pretalk|实际上，我们还得再忍耐一阵子。
dlga_lord_recruit_2_philosophy:lord_recruit_2|{s43}你还有什么其它事要说么？
dlga_lord_recruit_2:lord_recruit_2_discontent|你觉得{s15}怎么样？
dlga_lord_recruit_2:lord_recruit_3_a|你还记得我早些时候和你说的么？
dlga_lord_recruit_2:lord_recruit_quarrel_describe|我听说你和{s16}相处得很不愉快
dlga_lord_recruit_quarrel_describe:lord_recruit_2|这不是什么秘密。{s14}
dlga_lord_recruit_2:lord_pretalk|没事
dlga_lord_recruit_2_discontent_b:lord_recruit_3|有时候，我真的很为这个国家的现状担心。
dlga_lord_recruit_hesitant:lord_recruit_hesitant_persuade|你不能再多说一点么？
dlga_lord_recruit_hesitant:lord_pretalk|哈。很好。
dlga_lord_recruit_hesitant_persuade:lord_recruit_3|如果你这么说，我承认有些时候我真的很为这个国家的现状担心。
dlga_lord_recruit_hesitant_persuade:lord_pretalk|你在考验我的耐心。我说过，我没什么好说的。
dlga_lord_recruit_3:lord_recruit_3_a|嗯，我有些事情要告诉你。
dlga_lord_recruit_3:lord_pretalk|嗯，我很高兴听到这些，但还是别再谈政治了。
dlga_lord_recruit_3_reset_claim:lord_recruit_3_claim|是的，没错。
dlga_lord_recruit_3_reset_claim:lord_recruit_3_a_reset|我换一种说法吧。
dlga_lord_recruit_3_a:lord_recruit_3_b|什么？
dlga_lord_recruit_3_a_reset:lord_recruit_3_b|什么？
dlga_lord_recruit_3_b:lord_recruit_3_why|我需要你支持我为北地之王。
dlga_lord_recruit_3_b:lord_recruit_3_why.1|我需要你宣誓效忠于我的君主{s45}为北地之王。
dlga_lord_recruit_3_b:lord_pretalk|没事
dlga_lord_recruit_3_why:lord_pretalk|我们两个都是一座名下的要塞也没有。你难道打算占山为王统治你的王国吗？
dlga_lord_recruit_3_why:lord_recruit_3_d|我为什么要支持{s44} ？
dlga_lord_recruit_3_d:lord_recruit_3_claim.1|如果{s45}成为{s47} ，{s45}将会公正的对待每个人，并保证下层民众的权利。
dlga_lord_recruit_3_d:lord_recruit_3_claim.2|如果{s45}成为{s47} ，{s45}将会保证你作为贵族世袭这片土地的权利。
dlga_lord_recruit_3_d:lord_recruit_3_claim.3|因为{s45}能够统一北地并且结束战乱。
dlga_lord_recruit_3_d:lord_recruit_3_claim.4|因为{s45}将会赏赐你土地。
dlga_lord_recruit_3_d:lord_pretalk|没事
dlga_lord_recruit_3_claim:lord_recruit_3_claim|你是不是告诉每一个人你认为他们最喜欢听的东西？{s12}
dlga_lord_recruit_4:lord_recruit_4_objective_conditions|我要你宣誓效忠于{s16} 。
dlga_lord_recruit_4:lord_pretalk|没事。
dlga_lord_recruit_4_objective_conditions:lord_recruit_5_security|让我想想…… 
dlga_lord_recruit_6:lord_recruit_6_reaction|是你作出决定的时候了。
dlga_lord_recruit_6:lord_pretalk|没必要作决定— — 我们可以迟些再谈谈。
dlga_lord_recruit_6_reaction:lord_recruit_7_decision|很好…… 
dlga_lord_recruit_7_decision:lord_recruit_pledge|很好— — 我已经准备好宣誓效忠于{s4}{reg4?女王:国王} 。
dlga_lord_recruit_pledge:lord_recruit_pledge|记住。你答应给我一片封地。我会监督你信守承诺。
dlga_lord_recruit_pledge:lord_recruit_pledge_conclude|就这样吧— — 我宣誓效忠做你忠诚的封臣。当你需要我出战的时候我会站在你身边和你的敌人作战，并且拥护你的王位以及你合法的继承者们。我希望相对应的你会庇护我并且认可我作为你封臣应当享有的权利。
dlga_lord_recruit_pledge:lord_recruit_pledge_conclude.1|就这样吧— — 你可以告诉{s4}我现在是{reg4?她:他}忠实的封臣，我会在有生之年一直追随{reg4?她:他} ，而当{reg4?她:他}需要我出战的时候我会站在{reg4?她:他}身边和{reg4?她:他}的敌人作战，并且拥护{reg4?她:他}的王位以及{reg4?她:他}合法的继承者们。我希望相对应的{reg4?她:他}会庇护我并且认可我作为{reg4?她:他}封臣应当享有的权利。
dlga_lord_recruit_pledge_conclude:close_window|现在…… 是我要做出重大抉择的时刻。我会修养一段时间，因为我需要时间来为我自己将要对付的事情做准备。
dlga_lord_talk:denounce_lord_results|我按照你说的去指控了{s4}
dlga_denounce_lord_results:lord_pretalk|很好，但愿现在{s4}在分封给他任何新的封地，头衔或者职务之前慎重考虑。我们很感激你。
dlga_denounce_lord_results:close_window|你做倒是做了— — 但是我们听说他强迫你收回了你的言论，这反而通过此事更巩固了他的地位。{reg59?女士:先生} ，别怪我对你没有表达任何感激之情。
dlga_lord_talk:lord_quest_intrigue_result|我按照你说的，告诉了{s5}{s4}的潜在威胁。
dlga_lord_quest_intrigue_result:lord_pretalk|我们听说了。但愿{s5}在分封给他任何新的封地，头衔和职务之前会慎重考虑。我们很感激你。
dlga_lord_quest_intrigue_result:close_window|我们听说了— — 可是，唉，{s5}似乎没有听进你的忠告。但是我们仍然很感激你的努力。
dlga_lord_talk:lord_lend_companion_end|{s65} ，如果你不再需要{s14}效力，我想让{reg3?她:他}归队。
dlga_lord_lend_companion_end:lord_pretalk|你的队伍满员了，{playername} 。你现在不能带更多的人了。
dlga_lord_lend_companion_end:lord_pretalk.1|当然，{playername} 。{reg3?她:他}是一个机灵的{reg3?姑娘:小伙子} 。你的部队里有像{reg3?她:他}这样的人真是幸运。
dlga_lord_talk:lord_ask_to_collect_debt|我来这里是想收回你欠{s1}的钱。
dlga_lord_ask_to_collect_debt:lord_ask_to_collect_debt_2|嗯，{s1}的确借给我一些钱，但是我过去给他帮了很多忙，我认为那些钱是作为我做的那些事情的报酬。
dlga_lord_ask_to_collect_debt_2:convince_begin|但{s1}认为钱是借给你的，先生。他叫我催促你还了这些钱。
